num_hidden_layers,units_1,units_2,units_3,units_4,dropout_rate,activation_function,batch_size,early_stopping_patience,reduce_lr_factor,reduce_lr_patience,reduce_lr_min_lr,best_val_accuracy,val_accuracy_std,best_val_loss,val_loss_std,best_train_accuracy,train_accuracy_std,best_train_loss,train_loss_std,delta_acc
2,64,128,256,512,0.5,LeakyReLU,1024,15,0.1,5,1e-05,0.5519295930862427,0.015763328065282953,1.186115026473999,0.012755925729324623,0.5631729165712992,0.007951638862945852,1.173641840616862,0.007149126772798963,0.020370937934650078
2,64,128,256,512,0.5,LeakyReLU,1024,15,0.1,7,1e-07,0.5684019327163696,0.017171164051672048,1.1503232320149739,0.008753059805418047,0.5767909487088522,0.012044356811116659,1.136402686436971,0.01867472079859183,0.014758950506012137
2,64,128,256,512,0.5,LeakyReLU,1024,15,0.1,7,1e-05,0.5753661592801412,0.009309010100798864,1.1573808193206787,0.009771407779406601,0.5710887511571249,0.003513274746958724,1.14407745997111,0.003630972558484236,-0.007434236536204976
2,64,128,256,512,0.5,LeakyReLU,1024,15,0.5,5,1e-07,0.560161272684733,0.016917660037168245,1.1583706140518188,0.01126226612271554,0.5661830306053162,0.008524257631736044,1.1456781228383381,0.023336523995579686,0.010750043271863708
2,64,128,256,512,0.5,LeakyReLU,1024,15,0.5,5,1e-05,0.5728376309076945,0.015355810857906028,1.1658336718877156,0.03559231014685999,0.5771039128303528,0.016060450272001283,1.1508940855662029,0.037006142679425855,0.0074476285992213015
2,64,128,256,512,0.5,LeakyReLU,1024,15,0.5,7,1e-07,0.5636505881945292,0.011112927378393712,1.1467382113138835,0.011998313737539814,0.5676060318946838,0.020752872921304878,1.1312817732493083,0.02656229700351885,0.007017545591187322
2,64,128,256,512,0.5,LeakyReLU,1024,15,0.5,7,1e-05,0.5753652850786845,0.0052803914519752625,1.1291316350301106,0.005995233412902992,0.58486541112264,0.015428503469269354,1.1170868873596191,0.025605851992933942,0.01651146895777065
2,64,128,256,1024,0.3,LeakyReLU,512,15,0.1,5,1e-07,0.636482834815979,0.012683909105487176,0.9909214576085409,0.014664482597983908,0.6434468030929565,0.008076557705769798,0.9507788817087809,0.02756845998436734,0.010941329280295474
2,64,128,256,1024,0.3,LeakyReLU,512,15,0.1,5,1e-05,0.6310989856719971,0.009217639207702567,0.9926745494206747,0.025162581942141073,0.6405956347783407,0.007306344800957995,0.9596352577209473,0.008579048631249623,0.01504779649777372
2,64,128,256,1024,0.3,LeakyReLU,512,15,0.1,7,1e-07,0.633631428082784,0.010236174325040063,0.9878310958544413,0.02414348121288971,0.6434460481007894,0.004848973389746772,0.9511514107386271,0.012970408631941625,0.015489477925206527
2,64,128,256,1024,0.3,LeakyReLU,512,15,0.1,7,1e-05,0.63553253809611,0.013694281229631889,0.9887339075406393,0.02291481593596742,0.6458215117454529,0.00657947472300768,0.9508492946624756,0.014620748834135992,0.016189530877783187
2,64,128,256,1024,0.3,LeakyReLU,512,15,0.5,5,1e-07,0.6244488755861918,0.01119900025637458,1.000289003054301,0.012002559857819778,0.6423390905062357,0.01098662244791531,0.9580358068148295,0.022230362363428624,0.02864960706871284
2,64,128,256,1024,0.3,LeakyReLU,512,15,0.5,5,1e-05,0.6317314902941386,0.006452812171982622,0.9927512407302856,0.008982628530201205,0.63838130235672,0.011969724110659536,0.9544497132301331,0.03222739407775897,0.010526326714353306
2,64,128,256,1024,0.3,LeakyReLU,512,15,0.5,7,1e-07,0.6310995817184448,0.011724268687747228,0.9900356531143188,0.023736959172768093,0.6428125699361166,0.0032404334382824793,0.9522941708564758,0.011943575242311858,0.018559651371940402
2,64,128,256,1024,0.3,LeakyReLU,512,15,0.5,7,1e-05,0.6301493048667908,0.010964613329935521,0.9929045836130778,0.024616052721386658,0.640595535437266,0.008211549292182254,0.9539439678192139,0.014036646215872648,0.016577389659556133
2,64,128,256,1024,0.3,LeakyReLU,1024,15,0.1,5,1e-07,0.6143142779668173,0.015452503723665455,1.0498995383580525,0.012935830437992995,0.6192225416501363,0.006965171782888427,1.022497574488322,0.01960311151050116,0.007989825174768633
2,64,128,256,1024,0.3,LeakyReLU,1024,15,0.1,5,1e-05,0.6032309134801229,0.00845656755383196,1.0518473386764526,0.014280671866015485,0.6184305548667908,0.005179265280852883,1.0236822764078777,0.015965934689867848,0.025197053146661548
2,64,128,256,1024,0.3,LeakyReLU,1024,15,0.1,7,1e-07,0.6114703814188639,0.0200695337119574,1.033588171005249,0.02177010283594739,0.6230215628941854,0.0032642972157061727,1.0071712533632915,0.008867602433960333,0.018890827464967334
2,64,128,256,1024,0.3,LeakyReLU,1024,15,0.1,7,1e-05,0.6120980978012085,0.004901728869571016,1.0429224173227947,0.007178004516932762,0.623337984085083,0.008749089734467278,1.0150510867436726,0.023992073112279678,0.018362883864940383
2,64,128,256,1024,0.3,LeakyReLU,1024,15,0.5,5,1e-07,0.6146299441655477,0.012055999492700266,1.048185666402181,0.013959010953041789,0.6280882159868876,0.005442843930826449,1.0201078255971272,0.020008404084577793,0.02189654433386169
2,64,128,256,1024,0.3,LeakyReLU,1024,15,0.5,5,1e-05,0.6149492065111796,0.012466843131337503,1.0499031941095989,0.019087869682017193,0.6144732038180033,0.00909253631454822,1.0270407597223918,0.01824589458680291,-0.0007740520487485432
2,64,128,256,1024,0.3,LeakyReLU,1024,15,0.5,7,1e-07,0.6133610010147095,0.005225029606975825,1.0439307689666748,0.012761361670607105,0.6201725006103516,0.010724593973288017,1.012562870979309,0.012684602448787283,0.011105204902779168
2,64,128,256,1024,0.3,LeakyReLU,1024,15,0.5,7,1e-05,0.6105165084203085,0.012198876555932579,1.0495933294296265,0.0217417429068153,0.6157378753026327,0.008343241861154333,1.0283246040344238,0.013111334764078997,0.008552376242592252
2,64,128,256,1024,0.5,LeakyReLU,512,15,0.1,5,1e-07,0.623181164264679,0.0048984113016340425,1.0401551723480225,0.011681712994724532,0.6238139271736145,0.008442453714178379,1.0158325632413228,0.01702675902458896,0.0010153755363934561
2,64,128,256,1024,0.5,LeakyReLU,512,15,0.1,5,1e-05,0.6184313098589579,0.006930068139788182,1.0325554211934407,0.004949370093703695,0.6269799669583639,0.0043878082638022465,1.0060304204622905,0.020244723537912384,0.013823131143466267
2,64,128,256,1024,0.5,LeakyReLU,512,15,0.1,7,1e-07,0.6174792448679606,0.011250263176731919,1.045579234759013,0.008265097540345719,0.6190645694732666,0.008684061528200773,1.0229661067326863,0.020368259456700805,0.00256741359079207
2,64,128,256,1024,0.5,LeakyReLU,512,15,0.1,7,1e-05,0.6158985495567322,0.006452329112579187,1.0353649854660034,0.006472682911634502,0.6238136688868204,0.006665535459481972,1.0129843751589458,0.018231765855140185,0.012851336207537499
2,64,128,256,1024,0.5,LeakyReLU,512,15,0.5,5,1e-07,0.6200156013170878,0.008033489697174741,1.036136547724406,0.010268980307254172,0.6246047417322794,0.012469603521235544,1.0171617269515991,0.020902265185544163,0.007401653128474547
2,64,128,256,1024,0.5,LeakyReLU,512,15,0.5,5,1e-05,0.6203270554542542,0.008642166892912483,1.0385783910751343,0.008150796771981175,0.622387965520223,0.004015086279332048,1.0147745410601299,0.01760753669686029,0.0033222959531560357
2,64,128,256,1024,0.5,LeakyReLU,512,15,0.5,7,1e-07,0.6165292859077454,0.004283011872478613,1.0401275952657063,0.005424150060489941,0.6247639258702596,0.010142643414360676,1.0168309609095256,0.024982355327849627,0.013356445753245974
2,64,128,256,1024,0.5,LeakyReLU,512,15,0.5,7,1e-05,0.6139998435974121,0.012056437741146234,1.043057878812154,0.02708375393133292,0.6200119654337565,0.005758834684216241,1.0168670813242595,0.0026891965453554136,0.00979173186937552
2,64,128,256,1024,0.5,LeakyReLU,1024,15,0.1,5,1e-07,0.5728292266527811,0.003853850926507485,1.1330631971359253,0.0012527391134296265,0.5837569236755371,0.012493609431551153,1.1216485897699993,0.014775068830281873,0.019076709976217347
2,64,128,256,1024,0.5,LeakyReLU,1024,15,0.1,5,1e-05,0.5528840819994608,0.012225575354077166,1.174306074778239,0.020261711391338026,0.5649145642916361,0.0048544040558804735,1.1542822917302449,0.003179640578234686,0.021759502007487757
2,64,128,256,1024,0.5,LeakyReLU,1024,15,0.1,7,1e-07,0.569985012213389,0.021017324518896086,1.1632556915283203,0.026659356916800082,0.563172439734141,0.006336357507213545,1.1529159545898438,0.012133549904329407,-0.011952195817909645
2,64,128,256,1024,0.5,LeakyReLU,1024,15,0.1,7,1e-05,0.5636488000551859,0.014106131460441035,1.1690945227940877,0.004855869389364035,0.5657072265942892,0.006193150509539832,1.1529543002446492,0.01993306403973479,0.003651966506274345
2,64,128,256,1024,0.5,LeakyReLU,1024,15,0.5,5,1e-07,0.5687218109766642,0.017865556996830963,1.1750411589940388,0.012860248545899003,0.5769445101420084,0.015832280541318664,1.160095453262329,0.004619830341386757,0.014458209631917268
2,64,128,256,1024,0.5,LeakyReLU,1024,15,0.5,5,1e-05,0.5709289908409119,0.01281532261608929,1.1358904838562012,0.015133108423328141,0.5839151938756307,0.00654155095959096,1.121649185816447,0.01766596190982158,0.022745741139527185
2,64,128,256,1024,0.5,LeakyReLU,1024,15,0.5,7,1e-07,0.5661779244740804,0.008737819823324985,1.1536187728246052,0.009879389564928717,0.571090042591095,0.0056838855011776,1.1387688318888347,0.004620153784823571,0.008675926603068054
2,64,128,256,1024,0.5,LeakyReLU,1024,15,0.5,7,1e-05,0.5664989749590555,0.004422708316935356,1.156168540318807,0.004772256184143534,0.582807719707489,0.015042952664211368,1.139553387959798,0.018491458647333127,0.02878865711912754
2,64,128,512,512,0.3,LeakyReLU,512,15,0.1,5,1e-07,0.6352150837580363,0.007252655578307592,0.9905945857365926,0.018064307577618698,0.6398045221964518,0.005595664524912756,0.945595363775889,0.020623676778332527,0.007225014889860076
2,64,128,512,512,0.3,LeakyReLU,512,15,0.1,5,1e-05,0.6342672308286031,0.013894485120495362,0.9856545130411783,0.019771016486665658,0.6431300242741903,0.008128717141640186,0.9421655734380087,0.013358541419079504,0.013973279738902568
2,64,128,512,512,0.3,LeakyReLU,512,15,0.1,7,1e-07,0.6377508640289307,0.01421431417760199,0.9851817687352499,0.024488720362569303,0.6451865832010905,0.002056207556937659,0.9460935791333517,0.008645716398468114,0.011659285140258912
2,64,128,512,512,0.3,LeakyReLU,512,15,0.1,7,1e-05,0.6301490068435669,0.011919607840388417,0.9887786706288656,0.018235568426505352,0.6415464083353678,0.0071498249512647076,0.9404390454292297,0.01847884485609883,0.018086835602409014
2,64,128,512,512,0.3,LeakyReLU,512,15,0.5,5,1e-07,0.6304631233215332,0.003949530735341473,0.989300270875295,0.02761871344011095,0.6462955077489217,0.0060648761023683875,0.9454228679339091,0.010623327120437811,0.025112308462986985
2,64,128,512,512,0.3,LeakyReLU,512,15,0.5,5,1e-05,0.6345807909965515,0.004385024688227111,0.9928270975748698,0.023588064521688594,0.6423379381497701,0.005174230502600373,0.9562615950902303,0.01178623611185824,0.012224049740044493
2,64,128,512,512,0.3,LeakyReLU,512,15,0.5,7,1e-07,0.6320480505625407,0.008542581034348249,0.9981299042701721,0.011034711466258826,0.6374302903811137,0.01486506201512512,0.9567107756932577,0.03322219614782092,0.008515554812300508
2,64,128,512,512,0.3,LeakyReLU,512,15,0.5,7,1e-05,0.6352145075798035,0.009342968178642818,0.9868324796358744,0.01700086808135229,0.6505709687868754,0.005616082815433838,0.9452354113260905,0.015947869856774394,0.024175236906318037
2,64,128,512,512,0.3,LeakyReLU,1024,15,0.1,5,1e-07,0.619067112604777,0.012346682936020583,1.0299770434697468,0.011052746773895386,0.625238835811615,0.00597331055854563,0.9993930061658224,0.0207136188477388,0.009969392786623673
2,64,128,512,512,0.3,LeakyReLU,1024,15,0.1,5,1e-05,0.6174837748209635,0.01240567301290217,1.0506420135498047,0.02446175075897964,0.6227049430211385,0.010015326365018276,1.0228665669759114,0.006987352217714962,0.008455555292426744
2,64,128,512,512,0.3,LeakyReLU,1024,15,0.1,7,1e-07,0.617799699306488,0.008834374716288826,1.0360187292099,0.007633775902762038,0.6252391338348389,0.011832557017485862,1.0035065213839214,0.02420712115346659,0.012041822837890627
2,64,128,512,512,0.3,LeakyReLU,1024,15,0.1,7,1e-05,0.6146332422892252,0.008896788204202654,1.0383944114049275,0.023573745545502987,0.6236554582913717,0.0059837467652097505,1.0068191488583882,0.010090635840792504,0.014679023816777116
2,64,128,512,512,0.3,LeakyReLU,1024,15,0.5,5,1e-07,0.6206499139467875,0.010757832242065926,1.033766746520996,0.024066352623325498,0.6242862939834595,0.007172531234417972,1.009206513563792,0.008742391285717608,0.0058589874177985704
2,64,128,512,512,0.3,LeakyReLU,1024,15,0.5,5,1e-05,0.6162187258402506,0.014645508380220256,1.0374982357025146,0.01742831906670589,0.6284051338831583,0.005551344363727273,1.0077202717463176,0.009304491171209003,0.019776107949804396
2,64,128,512,512,0.3,LeakyReLU,1024,15,0.5,7,1e-07,0.6187490820884705,0.010006541400897882,1.0223986705144246,0.024052993611789957,0.6282464663187662,0.0036487828867031434,0.9957012335459391,0.005363673953563118,0.01534933061757305
2,64,128,512,512,0.3,LeakyReLU,1024,15,0.5,7,1e-05,0.6155796051025391,0.004660559542346931,1.039829969406128,0.0045341964545140764,0.6184311310450236,0.009039370223433442,1.0110330979029338,0.030373172258448922,0.004632261885949768
2,64,128,512,512,0.5,LeakyReLU,512,15,0.1,5,1e-07,0.6253985563913981,0.011128068171230427,1.0253987709681194,0.01853188693192212,0.6239715019861857,0.004270532016385151,1.0005569855372112,0.01034588212771168,-0.002281831946409703
2,64,128,512,512,0.5,LeakyReLU,512,15,0.1,5,1e-05,0.6234950025876363,0.010269105249770457,1.0283596913019817,0.012256295562189214,0.630939245223999,0.00868321530794391,0.9964396357536316,0.020748833967808484,0.011939538577642949
2,64,128,512,512,0.5,LeakyReLU,512,15,0.1,7,1e-07,0.6266647775967916,0.012743894919877737,1.019268314043681,0.0164721333509066,0.629988431930542,0.0050483295286803355,0.9884401162465414,0.017191631890464888,0.0053037197119906974
2,64,128,512,512,0.5,LeakyReLU,512,15,0.1,7,1e-05,0.6162160237630209,0.009270413352031154,1.0325459241867065,0.017449962196930482,0.6296708385149637,0.0041325953915087995,1.001884361108144,0.013441723831126035,0.02183457461845753
2,64,128,512,512,0.5,LeakyReLU,512,15,0.5,5,1e-07,0.624448279539744,0.00690552200950613,1.0220023393630981,0.016319429835543586,0.6295132438341776,0.008020258907479516,0.9963971773783366,0.011129686724300179,0.008111102969435319
2,64,128,512,512,0.5,LeakyReLU,512,15,0.5,5,1e-05,0.6225480437278748,0.006654933794167251,1.0216826597849529,0.0100388772229314,0.6299886902173361,0.006720997620626664,0.9966650406519572,0.02489363560773707,0.01195192333254479
2,64,128,512,512,0.5,LeakyReLU,512,15,0.5,7,1e-07,0.6215998729070028,0.012247844731515344,1.0289019346237183,0.01896708563737007,0.6261882583300272,0.004636466376413316,1.0006536444028218,0.012743042759498299,0.007381573940107428
2,64,128,512,512,0.5,LeakyReLU,512,15,0.5,7,1e-05,0.6193845868110657,0.0142544105542709,1.0205352107683818,0.020974135566764886,0.6306206385294596,0.0013579047447842255,0.9967994491259257,0.008538723251340412,0.01814067052627727
2,64,128,512,512,0.5,LeakyReLU,1024,15,0.1,5,1e-07,0.5883464813232422,0.0013607212826923622,1.129990537961324,0.007454477584425424,0.5905658801396688,0.017482150163323072,1.1138486862182617,0.018472415147802273,0.003772264961005651
2,64,128,512,512,0.5,LeakyReLU,1024,15,0.1,5,1e-05,0.5930963158607483,0.012860209165041882,1.110927700996399,0.025464040026193173,0.6008576353391012,0.011902140938116316,1.090619961420695,0.03331323904918915,0.013086103000132552
2,64,128,512,512,0.5,LeakyReLU,1024,15,0.1,7,1e-07,0.582965612411499,0.004493783629436741,1.1337799628575642,0.008782070072664776,0.5929377277692159,0.010590524831485289,1.1176517804463704,0.013092612926493217,0.0171058380552949
2,64,128,512,512,0.5,LeakyReLU,1024,15,0.1,7,1e-05,0.5886639356613159,0.0012612190075518912,1.1090115308761597,0.018971988125872724,0.5987973809242249,0.01848301333481571,1.0901672045389812,0.026620243076371067,0.017214313038431402
2,64,128,512,512,0.5,LeakyReLU,1024,15,0.5,5,1e-07,0.5870814522107443,0.00920368533387915,1.104751745859782,0.01895068982013903,0.602280338605245,0.0019049138870483612,1.089288314183553,0.00460712040289715,0.02588888873471819
2,64,128,512,512,0.5,LeakyReLU,1024,15,0.5,5,1e-05,0.5864537556966146,0.01814529791005366,1.119107683499654,0.03310927737327344,0.5940462748209635,0.0031860971901348473,1.1020482778549194,0.01610515551068235,0.012946492456732872
2,64,128,512,512,0.5,LeakyReLU,1024,15,0.5,7,1e-07,0.5798015594482422,0.014097748019292804,1.121972640355428,0.025535402334211664,0.5907212098439535,0.011919464659297602,1.1037473678588867,0.007357175521842531,0.01883342708857629
2,64,128,512,512,0.5,LeakyReLU,1024,15,0.5,7,1e-05,0.5908864339192709,0.014471746510420987,1.1193293333053589,0.02287098937505538,0.5962618589401245,0.015857396547936612,1.101550817489624,0.003381484283106394,0.009097221923338407
2,64,128,512,1024,0.3,LeakyReLU,512,15,0.1,5,1e-07,0.6355328559875488,0.009419368026707875,0.9997121294339498,0.015306829828750214,0.6386982401212057,0.013312053034960667,0.9602756301561991,0.025673998991114045,0.004980677401388154
2,64,128,512,1024,0.3,LeakyReLU,512,15,0.1,5,1e-05,0.6355340679486593,0.013435412514151833,0.986190915107727,0.025833570144525694,0.6447124481201172,0.0074527372347916185,0.946302572886149,0.01720822360948897,0.01444199553468997
2,64,128,512,1024,0.3,LeakyReLU,512,15,0.1,7,1e-07,0.6307821075121561,0.00988579039017313,0.9901235103607178,0.021731377850095206,0.641229490439097,0.006183429066013926,0.9573270281155905,0.00978376577942122,0.0165625860380632
2,64,128,512,1024,0.3,LeakyReLU,512,15,0.1,7,1e-05,0.632998009522756,0.009789162302898306,0.9839321970939636,0.0247469215105657,0.643288234869639,0.007810550657109505,0.94276362657547,0.017900056770899,0.016256331287109894
2,64,128,512,1024,0.3,LeakyReLU,512,15,0.5,5,1e-07,0.634898821512858,0.013167133443015115,0.9844531416893005,0.026481884714903314,0.6474044919013977,0.0064569035617622365,0.9400449792544047,0.015634406583661623,0.01969710757808739
2,64,128,512,1024,0.3,LeakyReLU,512,15,0.5,5,1e-05,0.6326826413472494,0.010879723956046923,0.9869913260142008,0.02522554640886611,0.6462968587875366,0.008217922215958483,0.9396650393803915,0.01607585155007096,0.02151824082180728
2,64,128,512,1024,0.3,LeakyReLU,512,15,0.5,7,1e-07,0.6329986254374186,0.01001085940577341,0.9874209562937418,0.017780876155931165,0.6453467408816019,0.0075870561864422705,0.9448480606079102,0.02541847698216866,0.01950733374128653
2,64,128,512,1024,0.3,LeakyReLU,512,15,0.5,7,1e-05,0.634898841381073,0.011326058736481447,0.9926568667093912,0.011993742218750263,0.645981510480245,0.014018697020226038,0.946422298749288,0.027167019719440286,0.017455802998575735
2,64,128,512,1024,0.3,LeakyReLU,1024,15,0.1,5,1e-07,0.6174846490224203,0.016226309096882923,1.0346282720565796,0.03966088584171296,0.6260292530059814,0.0010802256589945256,1.0104851921399434,0.02276085755100351,0.013837759363068658
2,64,128,512,1024,0.3,LeakyReLU,1024,15,0.1,5,1e-05,0.6165310740470886,0.010352007645500337,1.030310869216919,0.01751632220809503,0.6268213788668314,0.003979134878425292,0.9999136328697205,0.013371714185306987,0.016690650727779636
2,64,128,512,1024,0.3,LeakyReLU,1024,15,0.1,7,1e-07,0.6250792940457662,0.011634366669554369,1.0248933831850688,0.028004526417003017,0.6239714026451111,0.0030689274049814394,1.0006185968716939,0.0048803083255881275,-0.0017724013756469615
2,64,128,512,1024,0.3,LeakyReLU,1024,15,0.1,7,1e-05,0.6206472118695577,0.010072831224348917,1.0363413492838542,0.005957272562125512,0.6247634689013163,0.008356109317810029,1.0086399912834167,0.020398267812465138,0.006632200955772071
2,64,128,512,1024,0.3,LeakyReLU,1024,15,0.5,5,1e-07,0.6222326755523682,0.010112876560320073,1.0321040550867717,0.007817011928961594,0.6277731657028198,0.01166144696416583,1.0019893844922383,0.027146623971977594,0.008904209579693413
2,64,128,512,1024,0.3,LeakyReLU,1024,15,0.5,5,1e-05,0.6177991032600403,0.010006256147749838,1.0348141590754192,0.010226838832744375,0.6249221762021383,0.008822551523680784,0.9988119204839071,0.017093901797658132,0.011529756039642255
2,64,128,512,1024,0.3,LeakyReLU,1024,15,0.5,7,1e-07,0.6190653244654337,0.010041140278812768,1.033336083094279,0.004745664666816118,0.6246060331662496,0.009243029359128779,1.0083922147750854,0.025848599184555607,0.008950119610721764
2,64,128,512,1024,0.3,LeakyReLU,1024,15,0.5,7,1e-05,0.6231832702954611,0.0126796735613801,1.029008408387502,0.02668334193884827,0.6228638291358948,0.007425777972616357,1.004375418027242,0.006348374483195587,-0.0005125958522840775
2,64,128,512,1024,0.5,LeakyReLU,512,15,0.1,5,1e-07,0.6222320993741354,0.01567793475636709,1.0246347188949585,0.016751535153449907,0.6334716280301412,0.007349675727937567,0.9980965852737427,0.013406290772011211,0.018063241461363056
2,64,128,512,1024,0.5,LeakyReLU,512,15,0.1,5,1e-05,0.6193812886873881,0.0075530324809163826,1.0298336744308472,0.01165313771659814,0.6247631708780924,0.00634559545127985,1.001537799835205,0.01813168009957051,0.008689126211916727
2,64,128,512,1024,0.5,LeakyReLU,512,15,0.1,7,1e-07,0.6225495338439941,0.013246968824291881,1.0297680298487346,0.009584020120621737,0.6277724901835123,0.010177374467248356,1.0045502583185832,0.0258785553602332,0.00838962372563116
